title,release_year,vote_average,vote_count
The Seahorse,1934,7.8,4.0
Voyage to the Sky,1937,5.5,2.0
Gringo: The Dangerous Life of John McAfee,2016,7.3,11.0
No manches Frida,2016,7.4,48.0
Kicks,2016,7.5,19.0
Operation Avalanche,2016,6.5,58.0
The Third Annual 'On Cinema' Oscar Special,2015,0.0,0.0
States of Grace,2005,8.3,4.0
Destroyer,1988,5.0,3.0
Betty Boop's Big Boss,1933,6.7,3.0
Body Melt,1994,5.5,26.0
Enchanted April,1935,6.5,1.0
Zig Zag Story,1983,10.0,1.0
Killswitch,2015,7.5,8.0
Parallel Courses,2016,4.0,4.0
Betty Boop's Museum,1932,6.5,2.0
Bleed,2016,4.3,17.0
The Duelist,2016,6.0,20.0
The Burgos Trial,1979,0.0,0.0
A Bride for Rip Van Winkle,2016,6.7,11.0
Father’s Chair,2013,7.1,15.0
Dirty 30,2016,6.2,19.0
The Fury of a Patient Man,2016,6.7,105.0
The Nightingale,2014,7.8,10.0
Farewell Baghdad,2014,10.0,1.0
Gimme Danger,2016,7.2,28.0
Tectonic Plate,2016,0.0,0.0
The Girl Without Hands,2016,8.3,5.0
The Magnitsky Act. - Behind the Scenes,2016,0.0,0.0
Murderous Tales,2016,0.0,0.0
Office,2015,6.4,8.0
Rag Union,2015,7.3,3.0
The Swedish Theory of Love,2015,6.9,8.0
A Crush on You,2011,6.4,5.0
Víkend,2015,6.0,2.0
Gondolj rám,2016,0.0,0.0
"My Night, Your Day",2015,10.0,1.0
Muhammad Ali - The Greatest,1969,5.4,6.0
Flowers of Evil,2016,4.5,4.0
The Last Band in Lebanon,2016,0.0,0.0
Capsule,2015,5.2,26.0
The Dwarvenaut,2016,6.0,1.0
Man vs. Snake,2015,7.0,26.0
The Golden Cane Warrior,2014,6.5,8.0
Justice: A Cross The Universe,2008,8.8,2.0
Set the Thames on Fire,2016,7.0,2.0
Go Figure,2005,5.4,28.0
The Spirit of Christmas,2015,6.5,23.0
Cloudy With a Chance of Love,2015,3.3,2.0
The Flight Before Christmas,2015,5.0,9.0
Second Chances,2013,5.0,5.0
"Signed, Sealed, Delivered: Truth Be Told",2015,7.0,2.0
"Signed, Sealed, Delivered: The Impossible Dream",2015,6.0,1.0
"Signed, Sealed, Delivered: From Paris With Love",2015,6.6,5.0
"Murder, She Baked: A Deadly Recipe",2016,7.1,7.0
The Cheetah Girls 2,2006,5.4,78.0
Cloud 9,2014,6.1,90.0
Teen Beach 2,2015,6.2,105.0
Secret Summer,2016,4.8,3.0
"Signed, Sealed, Delivered: From the Heart",2016,5.5,3.0
The Cheetah Girls,2003,4.9,90.0
Mansfield Park,2007,5.6,29.0
The Wizards Return: Alex vs. Alex,2013,6.4,147.0
Ms. Matched,2016,6.2,8.0
My Summer Prince,2016,4.5,4.0
"Signed, Sealed, Delivered: One in a Million",2016,5.0,3.0
Jesus Christ Superstar - Live Arena Tour,2012,6.9,9.0
H2O Just Add Water - The Movie,2011,6.4,37.0
Love Never Dies,2012,7.5,20.0
Anything for Love,2016,4.5,15.0
Appetite For Love,2016,6.3,7.0
Perfect Match,2015,5.4,13.0
Date with Love,2016,6.8,14.0
The Convenient Groom,2016,6.0,4.0
Oklahoma!,1999,4.6,6.0
Love Finds You In Sugarcreek,2014,7.0,4.0
Princess of Thieves,2001,5.9,43.0
Love Finds You in Charm,2015,5.8,6.0
Love Finds You in Valentine,2016,6.4,7.0
Danny Says,2015,6.7,6.0
"Signed, Sealed, Delivered for Christmas",2014,7.9,4.0
Sense and Sensibility,1981,0.0,0.0
Parent Trap III,1989,3.8,3.0
The Cookie Mobster,2014,0.0,0.0
Along Came a Nanny,2014,3.5,2.0
Annie: A Royal Adventure,1995,3.6,8.0
You Cast A Spell On Me,2015,7.3,3.0
Matchmaker Santa,2012,5.8,9.0
"Signed, Sealed, Delivered",2013,7.0,6.0
Raising the Bar,2016,6.0,10.0
"Signed, Sealed, Delivered: Lost Without You",2016,8.0,1.0
Harriet the Spy: Blog Wars,2010,4.2,46.0
She Made Them Do It,2012,6.0,11.0
The Alchemist Cookbook,2016,4.1,8.0
Jane Eyre,1983,6.2,6.0
Persuasion,1971,0.0,0.0
Paperback Hero,1999,6.5,10.0
Two-Legged Horse,2008,6.6,5.0
Undercover Bridesmaid,2012,5.4,18.0
Honey 2,2011,6.0,110.0
Emma,1972,0.0,0.0
Colossal,2017,6.2,394.0
Do Not Resist,2016,6.6,8.0
Drunken Monkey,2002,6.3,4.0
Slice,2009,6.4,10.0
Getting Home,2007,6.7,9.0
Tharlo,2015,6.7,3.0
"Murder, She Baked: A Peach Cobbler Mystery",2016,8.6,8.0
A Heartland Christmas,2010,7.4,14.0
Moondance Alexander,2007,6.0,13.0
Flicka: Country Pride,2012,6.3,12.0
The Wild Stallion,2009,3.9,4.0
Of Parents and Children,2008,0.0,0.0
Siringo,1995,5.0,1.0
Clearcut,1991,8.5,4.0
Felicity: An American Girl Adventure,2005,4.5,4.0
An American Girl: Chrissa Stands Strong,2009,5.7,7.0
Samantha: An American Girl Holiday,2004,4.6,9.0
Minor Details,2009,2.7,3.0
Escape to Witch Mountain,1995,5.4,16.0
Isabelle Dances Into the Spotlight,2014,4.9,4.0
Molly: An American Girl on the Home Front,2006,2.0,2.0
Beyond Witch Mountain,1982,6.0,1.0
Au Pair 3: Adventure in Paradise,2009,3.3,4.0
A Cinderella Story: If the Shoe Fits,2016,6.1,99.0
Lover of Loser,2009,8.4,5.0
Little Crumb,1999,7.6,4.0
The Hell of '63,2009,5.8,10.0
Crash and Burn,1990,4.7,7.0
Diggers,2016,3.5,4.0
Night Guards,2016,5.7,12.0
Where's the Dragon?,2015,2.0,1.0
City of God – 10 Years Later,2013,7.0,12.0
You Are Umasou,2010,7.0,10.0
Veranda för en tenor,1998,6.0,1.0
Blue Jay,2016,7.2,72.0
Heavenly Shift,2013,5.7,3.0
Interruption,2015,7.5,4.0
Voyage of Time: Life's Journey,2017,6.2,32.0
A Star for Christmas,2012,5.4,10.0
La La Land,2016,7.9,4745.0
Coyote Waits,2003,5.2,3.0
A Thief Of Time,2004,0.0,0.0
13th,2016,8.0,133.0
Umbkotid,2012,0.0,0.0
Validation,2007,6.9,26.0
Flirty Birdy,1945,6.4,7.0
Where Souls Go,2007,5.0,1.0
Air Mater,2011,5.8,33.0
The Siege of Jadotville,2016,7.3,165.0
Collector,2016,7.2,23.0
Being 17,2016,7.0,91.0
Love Is Blind,2013,6.4,4.0
Vincent N Roxxy,2016,5.6,21.0
The Present,2014,8.3,52.0
Road to Yesterday,2015,6.0,3.0
Brother Nature,2016,5.0,14.0
Clean Hands,2015,5.2,11.0
The Salesman,2016,7.1,158.0
Demons,2012,0.0,0.0
Pale Moon,2014,5.6,7.0
Adopt a Sailor,2008,5.3,5.0
Barbie in Rock 'N Royals,2015,6.2,28.0
Barbie: Spy Squad,2016,6.3,30.0
Kick the Moon,2001,5.7,6.0
The Waiting List,2000,6.4,7.0
Chasing Freedom,2004,8.0,1.0
How to Make a Monster,1958,5.2,5.0
Jungle Captive,1945,6.5,2.0
Two Lottery Tickets,2016,7.6,6.0
Love Building,2013,6.0,1.0
After the Promise,1987,7.6,5.0
Allied,2016,6.6,1415.0
The Monster,2016,5.4,119.0
Skateboard,1978,5.0,2.0
Drei Mann in einem Boot,1961,5.0,4.0
Angora Love,1929,7.0,4.0
The Blood Oranges,1998,6.0,1.0
Buried Alive,1939,4.0,2.0
Chicken People,2016,7.0,4.0
By the Sea,1982,6.4,4.0
Mr. Right,2009,3.5,5.0
Paid in Full,1950,5.0,1.0
Piccadilly Incident,1946,3.5,2.0
Phantasm: Ravager,2016,5.4,34.0
Something to Sing About,2000,5.3,2.0
Teenage Cave Man,1958,4.2,7.0
Wise Girl,1937,6.0,1.0
Autumn in the Vineyard,2016,8.0,4.0
Falsely Accused,2016,5.5,2.0
Who Gets the Dog?,2016,5.6,9.0
Seneca's Day,2016,0.0,0.0
Charles Darwin and the Tree of Life,2009,7.4,8.0
The Sidelong Glances of a Pigeon Kicker,1970,0.0,0.0
Funeral March,2001,0.0,0.0
Woman of Tokyo,1933,6.5,4.0
Baseball,1994,8.5,4.0
Baked in Brooklyn,2016,5.4,27.0
Born to Win,2016,3.8,11.0
London Town,2017,6.3,16.0
London in the Raw,1965,0.0,0.0
Primitive London,1965,5.0,1.0
The Hide,2008,6.2,5.0
Scaramouche,1923,8.0,3.0
Batman: Return of the Caped Crusaders,2016,7.2,37.0
Brimstone,2017,7.0,176.0
Dugma: The Button,2016,7.0,1.0
Wicked Stepmother,1989,6.2,7.0
Murder in a Small Town,1999,4.0,4.0
Inferno,2016,5.7,2316.0
Keeping Up with the Joneses,2016,5.9,608.0
Ouija: Origin of Evil,2016,5.8,735.0
Titus Andronicus,1985,10.0,1.0
Camila Jam,2008,6.3,4.0
Stray Dog,2007,0.0,0.0
My Blind Brother,2016,6.2,19.0
Louis Theroux: Savile,2016,7.5,10.0
Mascots,2016,5.8,54.0
Faintheart,2008,6.6,9.0
Crisis in Six Scenes,2016,6.3,27.0
Patient Seven,2016,5.2,29.0
The White King,2017,6.3,10.0
What a Wonderful Family!,2016,7.0,6.0
Le Grand Chef,2007,5.0,3.0
Le Grand Chef 2: Kimchi Battle,2010,4.9,4.0
Casi Divas,2008,7.0,3.0
Wild Oats,2016,6.3,18.0
Trolls,2016,6.7,1054.0
Sky Ladder: The Art of Cai Guo-Qiang,2016,8.4,10.0
45365,2010,5.0,1.0
Western,2015,4.5,2.0
Nightmare Sisters,1988,4.9,8.0
LEGO DC Comics Super Heroes: Batman: Be-Leaguered,2014,6.1,20.0
Russell Peters: Almost Famous,2016,6.6,7.0
Pedro Páramo,1967,6.0,3.0
Breadcrumb Trail,2014,8.0,2.0
Girl in the Box,2016,6.7,3.0
Raiders!: The Story of the Greatest Fan Film Ever Made,2015,7.6,16.0
Finding Truelove,2012,0.0,0.0
Silver Lode,1954,5.0,11.0
Dream/Killer,2015,7.3,3.0
The Forgotten,2014,6.2,6.0
Hidden in the Woods,2014,5.1,9.0
37,2016,4.6,8.0
The Girl and The Echo,1964,7.0,2.0
Una,2016,6.6,22.0
Obsessed,1992,6.0,2.0
Island of Blood,1982,2.0,1.0
Slave Girls from Beyond Infinity,1987,5.8,8.0
Roller Blade Warriors: Taken by Force,1989,0.0,0.0
Avenging Angel,1985,5.4,6.0
Mad Foxes,1981,6.2,10.0
Tanya's Island,1980,6.0,3.0
Pacific Banana,1981,4.8,3.0
Werewolf in a Women's Prison,2006,4.0,5.0
The Fearless Young Boxer,1979,6.0,1.0
Snatched,1973,0.0,0.0
Passionate,1974,6.6,6.0
Run Bitch Run,2009,4.7,17.0
Silence,2011,4.6,5.0
The High Frontier,2016,5.8,8.0
Stalked by My Doctor,2015,5.1,11.0
Stalked by My Doctor: The Return,2016,4.7,6.0
Max Steel,2016,5.1,234.0
Elf Bowling the Movie,2007,2.0,1.0
Struggle for Life,2016,5.8,26.0
The Custodian,2007,6.3,4.0
Adulterers,2016,5.2,16.0
Satanis: The Devil's Mass,1970,7.0,2.0
Fritz Lang,2016,5.0,4.0
Winter Days,2003,2.6,5.0
Operator,2016,6.3,29.0
Amber Alert,2016,5.4,7.0
Supersonic,2016,7.5,52.0
The Invisible Man's Revenge,1944,5.4,7.0
The Vagabond King,1956,6.0,1.0
An Evening of Edgar Allan Poe,1970,7.8,8.0
The Butterfly Ball,1977,0.0,0.0
That Was Rock,1984,0.0,0.0
The Strange Case of Alice Cooper,1979,6.8,3.0
El ángel de Budapest,2011,5.0,1.0
Las inquietudes de Shanti Andía,1947,0.0,0.0
21 Nights with Pattie,2015,5.7,28.0
The Swap,2016,7.0,30.0
Center Stage: On Pointe,2016,7.0,15.0
The Christmas Shoes,2002,5.2,12.0
Best Christmas Party Ever,2014,5.2,9.0
Pumpkin Pie Wars,2016,5.8,4.0
The Twelve Trees of Christmas,2013,5.5,8.0
All She Wants for Christmas,2006,5.0,2.0
My Bakery in Brooklyn,2016,5.0,32.0
Merry In-Laws,2012,7.0,1.0
Love on a Limb,2016,6.6,7.0
Death Al Dente: A Gourmet Detective Mystery,2016,4.0,3.0
A Kiss at Midnight,2008,10.0,1.0
Mending Fences,2009,4.0,2.0
Jessica Darling's It List,2016,4.0,17.0
Sweet Surrender,2014,3.0,1.0
Gourmet Detective,2015,6.2,6.0
Gourmet Detective: A Healthy Place to Die,2015,4.0,4.0
Sense and Sensibility,1971,0.0,0.0
Romantically Speaking,2015,5.0,2.0
Plan Bart,2014,0.0,0.0
O Shaolin do Sertão,2016,6.9,7.0
Always Shine,2016,5.3,36.0
Song of Lahore,2015,6.5,2.0
A Light Beneath Their Feet,2016,6.3,3.0
Denial,2016,6.5,161.0
It's All Good,2016,0.0,0.0
The Rocky Horror Picture Show: Let's Do the Time Warp Again,2016,5.2,43.0
Jack Reacher: Never Go Back,2016,5.3,1843.0
Frank & Lola,2016,5.7,51.0
Hamilton's America,2016,5.7,11.0
In a Valley of Violence,2016,5.7,115.0
Supernatural,1933,4.3,4.0
The Telephone Book,1971,5.1,6.0
Terror - Ihr Urteil,2016,7.6,5.0
Deadman Inferno,2015,0.0,0.0
Bang Bang Baby,2014,6.6,8.0
Bling,2016,4.8,12.0
Broadway Bad,1933,6.0,1.0
Black Mountain Poets,2016,6.6,7.0
Scream Week,2016,4.4,9.0
Razend,2011,6.5,8.0
Sneeuwwitje En De Zeven Kleine Mensen: Een Modern Sprookje,2015,8.0,2.0
Assepoester: Een Modern Sprookje,2014,6.3,4.0
Ella Cinders,1926,6.0,3.0
Christmas Magic,2011,6.9,10.0
Trading Christmas,2011,5.9,8.0
Confessions of an Ugly Stepsister,2002,4.0,2.0
Cinderella,1899,5.5,19.0
Into the Woods,2011,9.0,2.0
The Ice Princess,1996,0.0,0.0
My Bestfriend's Girlfriend,2008,0.0,0.0
Aschenputtel,1955,7.0,1.0
The Monk and the Demon,2016,6.2,5.0
Joe Cinque's Consolation,2016,0.0,0.0
The Burrow,2015,5.0,2.0
Borrowed Time,2015,7.8,55.0
Bon Bini Holland,2015,5.5,11.0
The Constitution,2016,5.3,2.0
Strange Heaven,2015,7.0,3.0
The Red Pill,2016,8.0,30.0
Gunslinger,1956,2.6,6.0
Island of Lost Souls,2007,5.7,12.0
American Pastoral,2016,5.7,117.0
Killjoy's Psycho Circus,2016,9.0,1.0
King of the Roaring 20's: The Story of Arnold Rothstein,1961,0.0,0.0
Native Land,1942,5.7,3.0
No Sad Songs for Me,1950,6.0,1.0
The Choice,1970,5.0,1.0
The Mayor of 44th Street,1942,6.0,1.0
The Ring,1996,4.0,2.0
The Secret Land,1948,5.0,1.0
Trancers 6: Life After Deth,2002,5.4,4.0
Joe Rogan: Triggered,2016,7.4,9.0
Scherzo Diabolico,2015,6.0,8.0
"Fear, Inc.",2016,5.6,51.0
Ethel & Ernest,2016,7.8,20.0
Into the Inferno,2016,6.8,42.0
The Babushkas of Chernobyl,2015,7.0,4.0
Ladrones,2015,3.5,2.0
Single Santa Seeks Mrs. Claus,2004,5.0,8.0
Moonlight & Mistletoe,2008,4.6,9.0
Christmas Do-Over,2006,5.5,8.0
Mr. Church,2016,7.0,133.0
In Memorium,2005,3.4,5.0
Mars,1998,4.9,4.0
Crazy Love,1993,7.0,2.0
The Surrogate Womb,1987,8.3,3.0
One Floor Below,2015,5.2,6.0
Unfair World,2012,6.2,3.0
Before the Flood,2016,7.9,200.0
Flowers for Algernon,2000,5.6,10.0
"Initiation: Silent Night, Deadly Night 4",1990,4.6,10.0
DC Showcase: Green Arrow,2010,7.3,30.0
The Windmill Massacre,2016,5.0,41.0
Michael Moore in TrumpLand,2016,6.3,35.0
Be with Me,2010,5.0,3.0
Manson's Lost Girls,2016,5.0,1.0
Sennentuntschi,2010,6.6,20.0
The Big Fix,2011,6.3,4.0
Manchester by the Sea,2016,7.5,1553.0
Lion,2016,8.0,1699.0
Come and Find Me,2016,5.7,71.0
Spa Night,2016,5.8,6.0
The Big Gun,1981,5.0,1.0
Ο Θανάσης στη χώρα της σφαλιάρας,1976,0.0,0.0
"What Did You Do in the War, Thanassi?",1971,9.0,4.0
The Baldheaded Agent and the Land of Destruction Mission,1969,7.1,4.0
Politexnitis and Erimospitis,1963,8.0,4.0
RWD,2015,3.6,5.0
The Genius of Marie Curie: The Woman Who Lit up the World,2013,0.0,0.0
Hollywood Without Make-Up,1963,6.0,1.0
At War with Love,2016,7.8,116.0
Behind Convent Walls,1978,6.4,10.0
Utu,1984,6.8,7.0
Operation Mekong,2016,6.8,30.0
Clement,2001,6.0,5.0
Alien 2: On Earth,1980,2.8,10.0
The Brave One,1956,6.6,5.0
Gajakessari,2014,6.0,1.0
Hayabusa: The Long Voyage Home,2012,8.0,1.0
Hayabusa,2011,0.0,0.0
I Am the Pretty Thing That Lives in the House,2016,4.2,108.0
The Autopsy of Jane Doe,2016,6.3,799.0
The Head Vanishes,2016,8.3,3.0
Naughty @ 40,2011,0.0,0.0
Kajraare,2010,0.0,0.0
Alleycats,2016,4.7,16.0
Whitney,2015,5.0,32.0
Satan Lives,2015,0.0,0.0
Bill Cosby: 49,1987,0.0,1.0
Nitro,2006,4.4,10.0
The Bulleteers,1942,7.0,3.0
Kabadayı,2007,6.8,13.0
A Long Story,2012,6.9,10.0
The Thinning,2016,7.6,92.0
Captain Sindbad,1963,5.2,6.0
Team Thor,2016,7.5,93.0
Closet Monster,2016,7.4,77.0
Those People,2015,6.7,69.0
Bad Santa 2,2016,5.0,216.0
Within,2016,5.0,42.0
Dead on Campus,2014,4.7,14.0
Take Down,2016,5.9,34.0
Tchoupitoulas,2012,8.7,3.0
Seeding of a Ghost,1983,6.6,9.0
The Piper,2015,6.8,10.0
From This Day Forward,1946,5.5,4.0
Sounder,2003,4.0,1.0
Somnus,2016,4.9,8.0
The Late Bloomer,2016,5.2,92.0
Ice Guardians,2016,9.3,3.0
The People vs. Fritz Bauer,2015,6.5,33.0
H.,2014,6.5,4.0
Dare to Be Wild,2015,5.3,3.0
iGirl,2016,0.0,0.0
Almost Christmas,2016,5.4,195.0
Harry & Snowman,2015,6.0,1.0
Howard Hawks: American Artist,1997,7.0,1.0
Head Trauma,2006,0.0,0.0
Love and Diane,2002,5.0,1.0
I for India,2005,5.0,1.0
Photographic Memory,2011,5.0,1.0
Starship Apocalypse,2014,3.4,5.0
Suburban Mayhem,2006,5.2,6.0
Tanna,2015,7.4,25.0
Rebel Beat: The story of LA Rockabilly,2007,0.0,0.0
Mosquinha,1890,6.5,2.0
Je Vous Aime,1891,3.3,3.0
Reunion 2: Bachelor Party,2016,4.8,5.0
Ghosts with Shit Jobs,2012,5.0,1.0
Ae Dil Hai Mushkil,2016,6.2,54.0
Consumed,2015,5.4,18.0
Flatland,2007,6.2,6.0
"Eldridge Cleaver, Black Panther",1970,0.0,0.0
Ice Girls,2016,4.0,3.0
Chalk It Up,2016,5.0,21.0
Accidentally Engaged,2016,6.3,15.0
A Hazard of Hearts,1987,7.3,2.0
A Ghost in Monte Carlo,1990,4.0,1.0
Bound & Babysitting,2015,6.0,5.0
A Holiday Heist,2011,1.5,2.0
Little Longnose,2003,7.1,4.0
Annie Laurie,1927,0.0,0.0
The Battle of Midway,1942,4.7,9.0
The Bespoke Overcoat,1955,6.8,3.0
The Mill of Good Luck,1955,4.3,3.0
November Rule,2015,6.3,19.0
Courage for Every Day,1964,5.0,2.0
The Club of the Misunderstood,2014,6.7,104.0
Four Mothers,1941,0.0,0.0
Goin' to Town,1935,4.3,5.0
Lonesome Dove Church,2014,7.5,1.0
Screamers,2006,0.0,0.0
The Cheaters,1945,5.8,6.0
The Cheaters,1958,7.0,2.0
The Graves,2010,3.3,14.0
The Halliday Brand,1957,6.0,2.0
When You're in Love,1937,3.5,2.0
Lunch Wagon,1981,0.0,0.0
The King of Havana,2015,5.7,9.0
Jeff Ross Roasts Cops,2016,6.0,1.0
Close Relations,2016,8.0,1.0
Under the Sun,2016,8.1,31.0
The Way We Live Now,2001,7.0,5.0
"Quiet Riot: Well Now You're Here, There's No Way Back",2014,9.5,2.0
Marvel One-Shot: All Hail the King,2014,7.0,102.0
Rock 'n' Roll Frankenstein,1999,4.5,2.0
Kate Plays Christine,2016,4.3,7.0
All These Sleepless Nights,2016,7.0,5.0
Risk,2017,6.9,10.0
Kiki,2017,7.0,4.0
Trapped,2016,7.8,4.0
Newtown,2016,6.5,12.0
Hooligan Sparrow,2016,8.0,1.0
Cameraperson,2016,7.3,16.0
My Best Friend's Birthday,1987,5.8,28.0
Desperado's Duel,2014,4.3,2.0
Marvel One-Shot: The Consultant,2011,6.6,108.0
Le peuple invisible,2007,0.0,0.0
"Marvel: 75 Years, From Pulp to Pop!",2014,7.7,22.0
Marvel Studios: Assembling a Universe,2014,6.6,44.0
Pure Pwnage: Teh Movie,2016,8.4,5.0
Heartstone,2016,7.7,14.0
Japan Sinks,2006,4.2,9.0
Miss Sharon Jones!,2015,8.0,3.0
Anabel,2015,8.6,8.0
The Dark Stranger,2016,5.2,10.0
The Evil in Us,2016,4.9,22.0
Red Persimmons,2001,0.0,0.0
May God Forgive Us,2016,6.9,77.0
Smoke & Mirrors,2016,6.7,50.0
The Cliff,2016,5.2,6.0
The Possession Experiment,2016,3.7,13.0
They Are Everywhere,2016,4.4,41.0
Spaceman,2016,6.7,7.0
Army of One,2016,5.5,64.0
Salute,2008,5.3,3.0
Happy Bhag Jayegi,2016,6.4,8.0
Farts of Fury,2011,0.0,0.0
Outlaw: Gangster VIP,1968,6.0,1.0
Outlaw: Gangster VIP 2,1968,7.5,2.0
Outlaw: Heartless,1968,7.0,2.0
Outlaw: Goro the Assassin,1968,0.0,0.0
Outlaw: Black Dagger,1968,7.0,1.0
Outlaw: Kill!,1969,0.0,0.0
The Secret of Crickley Hall,2012,6.7,3.0
The Congressman,2016,5.7,3.0
Ivan Tsarevich & the Grey Wolf,2011,5.6,10.0
Ivan Tsarevich & the Grey Wolf 2,2013,6.4,5.0
Ivan Tsarevich & the Grey Wolf 3,2016,7.0,4.0
The Ivory Game,2016,7.9,19.0
Vice and Virtue,1963,5.9,4.0
Collateral Beauty,2016,6.9,1553.0
First Girl I Loved,2016,6.9,21.0
Music Land,1935,7.0,7.0
The Last Ronin,2010,5.1,6.0
True Memoirs of an International Assassin,2016,5.8,230.0
You Will Know What to Do With Me,2016,6.0,1.0
Saint Amour,2016,5.3,37.0
The Thirteenth Guest,1932,3.4,5.0
Home Care,2015,6.4,5.0
Alesha Popovich and Tugarin the Dragon,2004,6.1,20.0
Nikitich and The Dragon,2006,6.4,14.0
The Jungle Book: Mowgli's Story,1998,6.2,6.0
Just the Way You Are,2015,3.0,3.0
HyperNormalisation,2016,8.1,26.0
From Hell to Texas,1958,4.6,7.0
Diplomatic Courier,1952,6.5,2.0
Man of the Forest,1933,0.0,0.0
Rawhide,1951,5.7,17.0
Max & Leon,2016,6.7,202.0
One Rogue Reporter,2014,5.0,1.0
The Chronicles of Melanie,2016,0.0,0.0
Shangri-La Suite,2017,6.1,15.0
Scrat: Spaced Out,2016,6.9,14.0
The African Doctor,2016,6.6,112.0
15 Février 1839,2001,6.7,5.0
Dog Eat Dog,2016,4.6,72.0
Justin Timberlake + The Tennessee Kids,2016,7.8,11.0
Whiplash,2013,8.1,22.0
Tetra Vaal,2004,6.0,7.0
What Remains of Us,2004,0.0,0.0
Invisible,2016,0.0,0.0
The Optimists of Nine Elms,1973,6.4,5.0
The Murderers Are Among Us,1946,7.4,5.0
Mandragora,1997,6.0,7.0
Riley's First Date?,2015,7.2,188.0
Night Shadows,1984,6.1,11.0
A Christmas Romance,1994,6.6,5.0
Happy Birthday,2008,7.2,3.0
7 Days of Himawari & Her Puppies,2013,4.8,3.0
Steal My Heart,2013,6.8,15.0
Searchers,2016,8.0,1.0
All My Lenins,1997,6.0,1.0
Amazon,1990,5.0,2.0
Angel's Dance,1999,6.0,3.0
Battle Under Orion,2009,0.0,0.0
Crazy Horse,1996,0.0,0.0
The Crown and the Dragon,2013,4.9,18.0
Do I Have to Take Care of Everything?,2014,6.0,4.0
Fab Five: The Texas Cheerleader Scandal,2008,5.1,21.0
Mr. Fix It,2006,4.8,6.0
Cloud 9,2006,4.2,6.0
Wet Woman in the Wind,2016,0.0,0.0
Strangers in the Night,1944,6.0,2.0
Strange Impersonation,1946,5.0,1.0
The Untamed,2016,5.9,14.0
Riphagen,2016,5.9,19.0
Not Angels but Angels,1994,6.8,4.0
A Christmas Wedding Tail,2011,4.6,5.0
A United Kingdom,2016,6.5,84.0
Rock On 2,2016,3.5,4.0
A Fool,2015,7.4,7.0
Godless,2017,1.0,2.0
The Ride,1994,8.0,3.0
Blood Sisters of Lesbian Sin,1997,5.0,1.0
No Touching At All,2014,5.7,8.0
Black Butler,2014,5.9,24.0
The Huntresses,2014,5.3,5.0
Love 911,2012,6.8,14.0
Badges of Fury,2013,4.4,45.0
Sleepwalker,1984,5.5,8.0
Stella,1955,5.3,5.0
Tanner '88,1988,0.0,0.0
The Secret Garden,1987,7.4,17.0
Female Werewolf,2015,4.0,3.0
Junior and Karlson,1968,6.1,14.0
Uncle Nick,2015,6.1,10.0
Faro,2013,5.5,2.0
The Standoff,2016,4.6,14.0
All Hallow's Eve,2016,6.2,5.0
All She Wishes,2015,8.5,2.0
The Submarine Kid,2016,5.7,17.0
Race to Win,2016,5.4,5.0
Coming Home for Christmas,2013,3.7,3.0
The Wish List,2010,4.8,4.0
Sapphire Blue,2014,6.9,287.0
My Life as a Dead Girl,2015,6.0,4.0
Systemfehler - Wenn Inge tanzt,2013,6.6,28.0
Die Schöne und das Biest,2012,5.0,8.0
Aschenputtel,2011,6.0,5.0
A Wish for Christmas,2016,6.1,18.0
Schneewittchen,2009,0.0,0.0
Christmas with Holly,2012,5.9,30.0
Aschenputtel,1989,0.0,0.0
The Princess with the Golden Star,1959,6.1,7.0
"Von einem, der auszog, das Fürchten zu lernen",2014,5.5,2.0
Prinzessin Maleen,2015,6.0,1.0
Der Teufel mit den drei goldenen Haaren,2013,5.0,1.0
Allerleirauh,2012,7.0,4.0
Die Salzprinzessin,2015,6.0,1.0
Thirteen at Dinner,1985,5.5,8.0
Shut In,2016,4.8,162.0
Crack in the World,1965,5.6,17.0
Good Kids,2016,6.4,69.0
Summer Villa,2016,6.2,15.0
Below Utopia,1997,4.9,6.0
Bonobo,2014,5.5,2.0
I Am Your Father,2015,6.9,19.0
My Feral Heart,2016,0.0,0.0
Finnish Blood Swedish Heart,2012,5.5,2.0
The Bull,1994,6.5,4.0
Things from Another World,2011,5.1,13.0
Escape,1948,5.8,3.0
Yelling To The Sky,2012,4.9,6.0
The Days,1994,6.5,2.0
Something Like It,1981,5.0,1.0
Attack of the Lederhosen Zombies,2016,4.7,24.0
Cardboard Boxer,2016,6.6,19.0
The Odyssey,2016,7.1,108.0
Officer Downe,2016,4.6,20.0
A Silent Voice,2016,8.1,157.0
Banana Paradise,1989,8.0,1.0
The Anthem of the Heart,2015,7.3,29.0
Daishizen no Majū: Bagi,1984,5.3,4.0
Stormy Night,2005,6.6,12.0
Thieves After Dark,1984,0.0,0.0
Frontier,2001,9.0,1.0
In the Shadow of Iris,2016,6.0,49.0
Heal the Living,2016,6.7,52.0
100 Meters,2016,7.6,35.0
Dinosaurier - Gegen uns seht ihr alt aus!,2009,6.5,1.0
Classic Albums: Deep Purple - Machine Head,2002,4.8,3.0
Classic Albums: Black Sabbath - Paranoid,2010,6.2,5.0
Classic Albums: Iron Maiden - The Number of the Beast,2001,5.8,3.0
The Boss,1956,4.0,3.0
Forever Female,1954,7.4,4.0
Hunted,1952,5.5,7.0
Cottage to Let,1941,7.4,4.0
The Villain Still Pursued Her,1940,0.0,0.0
Young Man of Manhattan,1930,0.0,1.0
