crew,return,title,release_date,budget,revenue
Denise Chamian,0,The Andromeda Strain,2008-05-10,0.0,0.0
Arnon Milchan,4.0680396,Marley & Me,2008-12-25,60000000.0,244082376.0
Alexander Pushkin,0,The Postmaster,1972-08-25,0.0,0.0
Edmond Keosayan,0,The Cook,1965-06-06,0.0,0.0
Sam Jones,0,I Am Trying to Break Your Heart,2002-06-21,0.0,0.0
Norman Taurog,0,Don't Give Up the Ship,1959-07-03,0.0,0.0
Pirjo Honkasalo,0,Fire-Eater,1998-10-29,0.0,0.0
Kwong Wing Chan,0,Infernal Affairs III,2003-12-12,0.0,0.0
Sergey Solovyov,0,"A Black Rose Is an Emblem of Sorrow, a Red Rose an Emblem of Love",1989-02-03,0.0,0.0
Tom Rosenberg,0,Feast of Love,2007-09-28,0.0,5741608.0
Gary Jones,0,Axe Giant - The Wrath of Paul Bunyan,2013-04-25,0.0,0.0
Mark Lund,0.0,Justice Is Mind,2013-08-18,25000.0,0.0
Mickey Keating,0,Ritual,2013-12-31,0.0,0.0
Aleksey Nuzhnyy,0,Envelope,2012-05-28,0.0,0.0
Kate Boutilier,0.0,The Wild Thornberrys Movie,2002-12-20,35000000.0,0.0
David Lean,0,Great Expectations,1946-12-26,0.0,0.0
,0,Fatty Drives the Bus,1999-03-14,0.0,0.0
Jim Clay,0.14238813157894736,Virgin Territory,2007-12-17,38000000.0,5410749.0
Ryszard Zatorski,0,Nigdy w życiu!,2004-02-13,0.0,0.0
T.S. Cook,0,Lucy,2003-05-04,0.0,0.0
Charles Leavitt,0.2448374,The Express,2008-10-10,40000000.0,9793496.0
Affonso Beato,0,Nights in Rodanthe,2008-09-26,0.0,84375061.0
Max Parker,0,The Hoodlum,1919-08-31,0.0,0.0
James Bridges,0,The Paper Chase,1973-10-16,0.0,0.0
Eric Idle,0,What About Dick?,2012-11-13,0.0,0.0
Bradley Battersby,0,The Joyriders,1999-04-18,0.0,0.0
Guillermo del Toro,1.4353377777777778,The Devil's Backbone,2001-04-20,4500000.0,6459020.0
George Huang,0.0,Trojan War,1997-09-26,15000000.0,0.0
Rob Epstein,0,Word Is Out,1977-01-31,0.0,0.0
Herbert Wise,0,The Gathering Storm,1974-11-29,0.0,0.0
José Luis López-Linares,0,"The Chicken, the Fish and the King Crab",2008-02-15,0.0,0.0
John Sayles,0,The Secret of Roan Inish,1994-01-01,0.0,0.0
Llorenç Miquel,0,El truco del manco,2008-11-07,0.0,404075.0
Wolf Mankowitz,0,The Battle of Sutjeska,1973-07-31,0.0,0.0
Lasse Hallström,0,ABBA - The Movie,1977-12-15,0.0,0.0
Shane Carruth,60.68,Primer,2004-10-08,7000.0,424760.0
Viktor Sergeyev,0,Genius,1991-06-06,0.0,0.0
Christopher Guest,0,Almost Heroes,1998-05-29,0.0,0.0
Paddy Wivell,0,Louis Theroux's African Hunting Holiday,2008-02-10,0.0,0.0
D.A. Pennebaker,0,1 P.M.,1972-02-10,0.0,0.0
Franco Arcalli,0,Arcana,1972-04-06,0.0,0.0
Richard Kern,0,Thrust in Me,1985-09-11,0.0,0.0
Brant Sersen,0,Blackballed: The Bobby Dukes Story,2004-01-01,0.0,0.0
Stanley Donen,0,Blame It on Rio,1984-02-17,0.0,18600000.0
J.M. Kenny,0,An Evening with Kevin Smith,2002-12-17,0.0,0.0
Zac Stanford,0,Sleepwalking,2008-01-14,0.0,204660.0
Gus Van Sant,5330.339449541284,Tarnation,2003-10-19,218.0,1162014.0
Christian Sebaldt,1.206896551724138,Crossover,2006-09-01,5800000.0,7000000.0
Charles B. Pierce,0,Winterhawk,1975-11-05,0.0,0.0
Pekka Hyytiäinen,0,I'm Afraid,1982-03-26,0.0,0.0
Darren Lynn Bousman,0,Repo! The Genetic Opera,2008-07-18,0.0,188126.0
Graham Cutts,0,The White Shadow,1924-05-05,0.0,0.0
,0,The Chiefs,2004-10-07,0.0,0.0
Sam Shepard,0,Silent Tongue,1993-01-28,0.0,0.0
Andrew Lloyd Webber,0,Jesus Christ Superstar - Live Arena Tour,2012-11-19,0.0,0.0
Hervé Mimran,0,Just Like Brothers,2012-11-21,0.0,0.0
Hans Gunnarsson,0,The King of Ping Pong,2008-01-18,0.0,0.0
Marilyn Agrelo,0,Mad Hot Ballroom,2005-05-13,0.0,0.0
Roger Deakins,2.5453617,Doubt,2008-11-27,20000000.0,50907234.0
Joe Kawasaki,0,Reboot,2012-12-12,0.0,0.0
Ralph Winter,0.9382540416666667,Captain Ron,1992-09-18,24000000.0,22518097.0
John Flynn,2.833797214285714,Out for Justice,1991-04-12,14000000.0,39673161.0
Segundo de Chomón,0,The Electric Hotel,1908-10-31,0.0,0.0
Susie Figgis,0,Killing Me Softly,2002-05-10,0.0,0.0
Ric Waite,0,Adventures in Babysitting,1987-07-01,0.0,34368475.0
Brendan Malloy,0.6159448333333334,Out Cold,2001-11-21,24000000.0,14782676.0
Thomas Newman,0,Real Genius,1985-08-07,0.0,13000000.0
George P. Cosmatos,0.62818456,Leviathan,1989-03-17,25000000.0,15704614.0
Menahem Golan,22.5,Death Wish 2,1982-02-20,2000000.0,45000000.0
Mario Siciliano,0,"$1,000 on the Black",1966-12-18,0.0,0.0
Michele Placido,5.927587125405355,Romanzo criminale,2005-09-30,818418.0,4851244.0
John Parish,0,The Farmer's Wife,2012-06-20,0.0,0.0
Tonino Valerii,0,Taste of Killing,1966-08-06,0.0,0.0
Piers Haggard,0,Pennies from Heaven,1978-03-07,0.0,0.0
Peter Dawson,0,The Killings at Outpost Zeta,1980-02-25,0.0,0.0
Anand Patwardhan,0,War and Peace,2002-04-14,0.0,0.0
Jean-Claude Carrière,0,As Long as You've Got Your Health,1966-02-25,0.0,0.0
Władysław Pasikowski,0,Aftermath,2012-11-09,0.0,0.0
George Albert Smith,0,The Sick Kitten,1903-12-31,0.0,0.0
James Flood,0,The Mouthpiece,1932-05-07,0.0,0.0
Clive Donner,0,Nothing But the Best,1964-03-10,0.0,0.0
Leonard Murphy,0,Soldier Blue,1970-08-12,0.0,0.0
Andrew Laszlo,0,"One Potato, Two Potato",1964-01-01,0.0,0.0
Sidney Gilliat,0,The Great St. Trinian's Train Robbery,1966-01-01,0.0,0.0
Vadim Galygin,0,Very Russian Detective,2008-11-20,0.0,0.0
Tanveer Khan,0,Suhaag,1994-10-20,0.0,0.0
Leonid Barats,0,Den radio,2001-03-24,0.0,0.0
Georgi Rerberg,0,Uncle Vanya,1970-12-29,0.0,0.0
Andrew Mason,0,Danny Deckchair,2003-05-16,0.0,0.0
Lawrence Bender,0.0,Anna and the King,1999-12-16,75000000.0,0.0
Tom DiCillo,0,Double Whammy,2001-01-20,0.0,0.0
Chris Blunden,0.0,The Warlords,2007-12-12,40000000.0,0.0
John Penney,0.0,Hellgate,2011-11-05,5000000.0,0.0
Marino Girolami,0,Payment in Blood,1967-04-14,0.0,0.0
Ram Gopal Varma,0.0,Sarkar Raj,2008-06-06,820000.0,0.0
Masaki Kobayashi,0,I Will Buy You,1956-11-21,0.0,0.0
Karan Johar,2.2972972972972974,Kabhi Alvida Naa Kehna,2006-08-11,7400000.0,17000000.0
Mari Rantasila,0,Ricky Rapper and Cool Wendy,2012-02-20,0.0,0.0
Les Mayfield,0.51687385,Code Name: The Cleaner,2007-01-05,20000000.0,10337477.0
Terry Ingram,0,Perfect Child,2007-08-06,0.0,0.0
Dean Cundey,0.4404330833333333,Whisper,2007-11-27,12000000.0,5285197.0
Anthony Hickox,0,Last Run,2001-07-01,0.0,0.0
Jim Kouf,0,Gang Related,1997-10-08,0.0,5790448.0
K.K. Singh,0,Brave Revolutionary,1994-07-22,0.0,0.0
Erwin C. Dietrich,0,"Me, a Groupie",1970-11-26,0.0,0.0
Wim Wenders,1.28,Wings of Desire,1987-01-01,2500000.0,3200000.0
Thomas Newman,0.5700637692307692,Little Children,2006-10-06,26000000.0,14821658.0
Alexandre Desplat,0.0,The Heir Apparent: Largo Winch,2008-12-17,25412760.0,0.0
Murray Lerner,0,Miles Electric - A Different Kind Of Blue,2004-11-23,0.0,0.0
Raja Gosnell,7.4640803,Beverly Hills Chihuahua,2008-10-03,20000000.0,149281606.0
Eric Le Roch,0,Mariage chez les Bodin's,2008-09-24,0.0,0.0
Saul Metzstein,0,Guy X,2005-06-06,0.0,0.0
Nicolas Charlet,0,Me Two,2008-06-18,0.0,0.0
Mircea Ciocâltei,0,"The Actress, the Dollars and the Transylvanians",1978-12-22,0.0,0.0
Ryan Polito,0,Chris Hardwick: Mandroid,2012-11-10,0.0,0.0
Harvey Frost,0,All I Want for Christmas,2007-12-01,0.0,0.0
Bruce Beresford,0.221968,The Contract,2006-04-05,25000000.0,5549200.0
Danny Elfman,0,Notorious,2009-01-16,0.0,43051547.0
,0,Frankie Boyle - Live - The Last Days of Sodom,2012-11-18,0.0,0.0
Doug Jackson,0.4381386666666667,Sinbad: Legend of the Seven Seas,2003-07-02,60000000.0,26288320.0
Gregg Toland,0,Nana,1934-02-01,0.0,0.0
Ken Burns,0,The Dust Bowl,2012-11-17,0.0,0.0
Lawrence Kasdan,0,Body Heat,1981-08-28,0.0,24058838.0
Mel Berns,0,Best of the Badmen,1951-08-09,0.0,0.0
Edwin S. Porter,0,"What Happened on Twenty-Third Street, New York City",1901-07-31,0.0,0.0
John Sayles,0,Honeydripper,2007-09-10,0.0,0.0
Gilles Sacuto,0,Séraphine,2008-10-01,0.0,0.0
Peter Tscherkassky,0,Dream Work,2001-03-17,0.0,0.0
Jack Gold,0,Heavy Weather,1995-12-24,0.0,0.0
Antoine de Caunes,0,"Coluche, l'histoire d'un mec",2008-10-15,0.0,0.0
Éric Falardeau,0,Thanatomorphose,2012-10-04,0.0,0.0
Andy de Emmony,0,Whistle and I'll Come to You,2010-12-24,0.0,0.0
Bráulio Mantovani,0,The Year My Parents Went On Vacation,2006-09-26,0.0,0.0
Craig Lucas,0,Birds of America,2008-10-09,0.0,0.0
Martyn Burke,0,Power Play,1978-11-01,0.0,0.0
David E. Talbert,0,First Sunday,2008-01-11,0.0,38804615.0
Henry Jaglom,0,Always,1985-10-04,0.0,0.0
Daniel Waters,0,Sex and Death 101,2007-06-15,0.0,0.0
Margery Simkin,0.4834193333333333,PCU,1994-04-29,9000000.0,4350774.0
Marni Banack,0,Winter Break,2003-03-22,0.0,0.0
Veronica Kedar,0.0,Joe + Belle,2011-06-01,28000.0,0.0
Toshiyuki Kubooka,0,Berserk: The Golden Age Arc 3 - The Advent,2013-02-01,0.0,0.0
Robert Thomas,2.824176125,Drive Me Crazy,1999-10-01,8000000.0,22593409.0
Francis Ford Coppola,1.7348961666666667,The Virgin Suicides,1999-04-21,6000000.0,10409377.0
Salvador Parra,0,Herod's Law,1999-11-09,0.0,0.0
Vincent Pérez,0,The Secret,2007-10-10,0.0,0.0
Leo McCarey,0,Satan Never Sleeps,1962-03-23,0.0,0.0
Cy Endfield,2.2857142857142856,Zulu,1964-01-22,3500000.0,8000000.0
Aigars Grauba,0.0,Dream Team 1935,2012-11-16,2620000.0,0.0
Dody Dorn,0.5002433714285714,Sabotage,2014-03-28,35000000.0,17508518.0
Victoria Thomas,1.1996586363636363,I Think I Love My Wife,2007-03-16,11000000.0,13196245.0
Paul Weitz,1.3846153846153846,Admission,2013-03-21,13000000.0,18000000.0
Demofilo Fidani,0,"Stranger, Say Your Prayers!",1968-05-16,0.0,0.0
Luigi Vanzi,0,"A Man, a Horse, a Gun",1967-08-17,0.0,0.0
Nancy Nayor,6.715647866666667,My Bloody Valentine,2009-01-16,15000000.0,100734718.0
Alan Smithee,0,Ghost Fever,1987-03-27,0.0,0.0
Alex Kendrick,66.912634,Fireproof,2008-09-26,500000.0,33456317.0
Nancy Foy,0,The Pentagon Wars,1998-02-28,0.0,0.0
Vala Halldorsdottir,0,The Startup Kids,2012-12-01,0.0,0.0
William K.L. Dickson ,0,Annie Oakley,1894-11-01,0.0,0.0
Phil Morrison,0,Junebug,2005-08-03,0.0,0.0
Jonathan King,0.0,The Tattooist,2007-11-28,3000000.0,0.0
Glenn Gordon Caron,0,Clean and Sober,1988-08-10,0.0,8674093.0
William Heise,0,Annabelle Serpentine Dance,1895-04-01,0.0,0.0
Maggie Gray,0.8835086129032258,Ella Enchanted,2004-04-09,31000000.0,27388767.0
Max Skladanowsky,0,Wintergartenprogramm,1895-11-01,0.0,0.0
Rod Amateau,0,The Garbage Pail Kids Movie,1987-08-22,0.0,0.0
Vitold Bordzilovsky,0,Ded Moroz i seriy volk,1978-01-01,0.0,0.0
George S. Fleming,0,Jack and the Beanstalk,1902-06-20,0.0,0.0
David N. Weiss,3.3497227666666665,The Rugrats Movie,1998-11-20,30000000.0,100491683.0
Billy Bitzer,0,New York Subway,1905-06-05,0.0,0.0
Joseph-Louis Mundwiller,0,Moscow Clad in Snow,1909-04-09,0.0,0.0
Edwin S. Porter,0,Electrocuting an Elephant,1903-01-12,0.0,0.0
William Keighley,0,The Match King,1932-07-12,0.0,0.0
Nick Park,0,A Matter of Loaf and Death,2008-12-03,0.0,0.0
R.G. Springsteen,0,"Cole Younger, Gunfighter",1958-03-30,0.0,0.0
Orry-Kelly,0,The Case of the Howling Dog,1934-09-22,0.0,0.0
Rémy Chevrin,0,Love Songs,2007-05-23,0.0,0.0
Jeffrey Roth,0,41,2012-06-12,0.0,0.0
Yuen Woo-ping,0,The Banquet,2006-09-14,0.0,0.0
Arnold Schulman,0,To Find a Man,1972-01-31,0.0,0.0
Stig Frode Henriksen,2.4808275,Dead Snow,2009-01-09,800000.0,1984662.0
Avi Lerner,0.0,Kill Switch,2008-10-06,10000000.0,0.0
Robert Gliński,0,"Cześć, Tereska",2001-09-28,0.0,0.0
Yojiro Takita,0,When the Last Sword Is Drawn,2003-01-18,0.0,0.0
Dario Marianelli,0,Shrooms,2007-08-16,0.0,4910682.0
Tapio Suominen,0,"Right On, Man!",1980-02-29,0.0,0.0
Dave Payne,0,Reeker,2005-03-13,0.0,0.0
John Grover,0.0,Forest of the Gods,2005-09-23,2177870.0,0.0
Mark Berger,0.0,Altered,2006-01-01,8000000.0,0.0
Heywood Gould,0,Double Bang,2001-08-17,0.0,0.0
Gary Hamilton,0,Storm Warning,2007-05-17,0.0,0.0
Kim van Kooten,0,Family Way,2012-11-21,0.0,0.0
Jimmy T. Murakami,5.5,Battle Beyond the Stars,1980-09-08,2000000.0,11000000.0
Barry Wong,0,City Cops,1989-11-18,0.0,0.0
Dziga Vertov,0,Kino Eye,1924-10-31,0.0,0.0
Harry Beaumont,0,Beau Brummel,1924-03-30,0.0,0.0
Peter Kohn,1.20132455,The Manchurian Candidate,2004-07-30,80000000.0,96105964.0
Dick Proenneke,0,Alone in the Wilderness,2004-10-08,0.0,0.0
Steven Lisberger,0,Hot Pursuit,1987-05-08,0.0,4215859.0
Hans Richter,0,Ghosts Before Breakfast,1928-07-14,0.0,0.0
Aamir Khan,4.826086956521739,Jaane Tu... Ya Jaane Na,2008-07-04,2300000.0,11100000.0
Steve Latshaw,0,Scorpio One,1998-01-01,0.0,0.0
Spike Jonze,0,Pretty Sweet,2012-11-16,0.0,0.0
Robert Zemeckis,0,The Lift,1972-11-01,0.0,0.0
Mickey Rourke,0,Bullet,1996-03-01,0.0,0.0
John Bradshaw,0,Cancel Christmas,2011-12-24,0.0,0.0
Matti Kassila,0,"Vodka, Mr. Palmu",1969-03-07,0.0,0.0
Jean Girault,0,Holy Year,1976-04-23,0.0,0.0
Matti Kassila,0,"The Stars Will Tell, Inspector Palmu",1962-04-21,0.0,0.0
Sarah Bird,0.0,The Oh in Ohio,2006-03-30,5000000.0,0.0
Robert Zemeckis,1.464415125,Used Cars,1980-07-11,8000000.0,11715321.0
Daniel Hubbard,0,Clubbed,2008-10-02,0.0,0.0
Charles Rosher,0,Bed of Roses,1933-06-29,0.0,0.0
David S. Cass Sr.,0,Matchmaker Santa,2012-11-21,0.0,0.0
Esther García,2.3448238,I'm So Excited!,2013-03-08,5000000.0,11724119.0
Frank Borzage,0,Liliom,1930-10-05,0.0,0.0
Po-Chih Leong,0,The Wisdom of Crocodiles,1998-11-27,0.0,0.0
Vasili Sigarev,0,Living,2012-08-30,0.0,0.0
Aleksandr Rou,0,Baba Yaga,1971-06-03,0.0,0.0
Michael Cristofer,0,Body Shots,1999-10-07,0.0,239894.0
Edward Bernds,0,Dig That Uranium,1955-12-25,0.0,0.0
Peter Kubelka,0,Schwechater,1958-12-31,0.0,0.0
Irina Povolotskaya,0,The Scarlet Flower,1978-08-25,0.0,0.0
Burnett Guffey,0,Suppose They Gave a War and Nobody Came?,1970-09-11,0.0,0.0
,0,The Harvest of Sorrow,1998-01-01,0.0,0.0
Brian Klein,0,Top Gear: The Worst Car In the History of the World,2012-11-19,0.0,0.0
Daniel Pyne,0,Where's Marlowe?,1998-01-01,0.0,0.0
Marcus DeLeon,0,The Big Squeeze,1996-09-06,0.0,0.0
Astrid Lindgren,0.3194444444444444,Mio in the Land of Faraway,1987-07-01,7200000.0,2300000.0
Lars von Trier,0,Breaking the Waves,1996-05-13,0.0,3803298.0
Jeanne McCarthy,0,Blood: The Last Vampire,2009-04-02,0.0,0.0
Umberto Lenzi,0,A Gun for One Hundred Graves,1968-08-24,0.0,0.0
James Ryan,0.0,Bachelor Party 2: The Last Temptation,2008-03-11,6000000.0,0.0
David Finfer,0,Bachelor Party Vegas,2006-04-25,0.0,0.0
Tomek Baginski,0,The Kinematograph,2009-01-01,0.0,0.0
Wong Kar-wai,0,There's Only One Sun,2007-01-01,0.0,0.0
Terry Gilliam,0.17334597898348703,The Adventures of Baron Munchausen,1988-12-07,46630000.0,8083123.0
Peter Prince,0,Waterland,1992-08-21,0.0,0.0
Abbas Kiarostami,0,Homework,1989-01-01,0.0,0.0
David Mitchell,0,The Killing Machine,1995-01-11,0.0,0.0
Mac Ahlberg,0.2802222222222222,From Beyond,1986-06-05,4500000.0,1261000.0
Tom Cox,0,A Heartland Christmas,2010-12-10,0.0,0.0
Rick Montgomery,7.192661714285714,Dark Skies,2013-02-21,3500000.0,25174316.0
Alexander Sokurov,0,The Second Circle,1990-09-11,0.0,0.0
Page Ostrow,0,Ballou,2008-09-11,0.0,0.0
Eric Till,0,The Walking Stick,1970-06-05,0.0,0.0
Stuart St. Paul,0.21674975,Mirrormask,2005-01-25,4000000.0,866999.0
Sergei Prokofiev,0.0,Peter & the Wolf,2006-09-23,2300000.0,0.0
Peter Sullivan,0,12 Wishes of Christmas,2011-11-27,0.0,0.0
Philippe Blasband,0,I Always Wanted to Be a Saint,2003-05-16,0.0,0.0
Colin Nutley,0,Such Is Life,1996-10-24,0.0,0.0
Shane Carruth,4.44098,Upstream Color,2013-04-05,100000.0,444098.0
Roger Mussenden,1.4484488592592593,Superman Returns,2006-06-28,270000000.0,391081192.0
Don Sikorski,0,BMF: The Rise and Fall of a Hip-Hop Drug Empire,2012-12-11,0.0,0.0
Khyentse Norbu,0,The Cup,1999-08-29,0.0,0.0
Nobuhiro Yamashita,0,Cream Lemon,2004-09-25,0.0,0.0
Caroline Thompson,0,Black Beauty,1994-07-29,0.0,0.0
David Hoberman,1.6076658,Muppets Most Wanted,2014-03-20,50000000.0,80383290.0
Jay Basu,0,Monsters: Dark Continent,2014-10-09,0.0,0.0
Jon S. Baird,0,Cass,2008-01-08,0.0,0.0
Sergio Donati,0,Seven Times Seven,1968-04-25,0.0,0.0
Felix Herngren,0.0,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,2013-12-25,9250000.0,0.0
Nobuyuki Takahashi,0,Adrift in Tokyo,2007-11-10,0.0,0.0
,0,Home Sweet Home,2001-03-09,0.0,0.0
Derek Rogers,0.05583369437211893,Foolproof,2003-10-03,8256269.0,460978.0
Craig Sheffer,0,American Crude,2008-06-03,0.0,0.0
Tony Marchant,0,The Mark of Cain,2008-11-25,0.0,0.0
Jason Priestley,0,Dear Santa,2011-08-11,0.0,0.0
John Lasseter,0,Air Mater,2011-08-04,0.0,0.0
Michael Cristofer,0,Gia,1998-01-31,0.0,0.0
Norman McLaren,0,Rock the Boat,1944-12-31,0.0,0.0
Jerry Goldsmith,1.8958635833333333,Rudy,1993-09-17,12000000.0,22750363.0
Jeff Levine,3.626352125,New in Town,2009-01-30,8000000.0,29010817.0
Shinobu Hashimoto,0,Harakiri,1962-09-15,0.0,0.0
Sergio Garrone,0,If You Want to Live... Shoot!,1968-01-07,0.0,0.0
Sandro Mancori,0,No Graves on Boot Hill,1968-11-23,0.0,0.0
Daniel Lee,0,Three Kingdoms: Resurrection of the Dragon,2008-04-03,0.0,0.0
Marcus Robbin,0,Last Hippie Standing,2002-03-31,0.0,0.0
Ching Siu-Tung,0,An Empress and the Warriors,2008-02-09,0.0,0.0
Jeff Dunham,0,Jeff Dunham: Spark of Insanity,2007-09-17,0.0,0.0
Michael Simon,0,Jeff Dunham: Jeff Dunham's Very Special Christmas Special,2008-11-16,0.0,0.0
Jeff Dunham,0,Jeff Dunham: Arguing with Myself,2006-04-11,0.0,0.0
Eric Matthies,0,The Matrix Revisited,2001-11-19,0.0,0.0
Malcolm D. Lee,0,Roll Bounce,2005-09-23,0.0,0.0
Dhilin Mehta,0,Golmaal Returns,2008-10-29,0.0,0.0
Alan C. Blomquist,0.0,Delta Farce,2007-05-11,12.0,0.0
Yariv Mozer,0,The Invisible Men,2012-01-01,0.0,0.0
Humberto Cornejo,0,Don Quijote cabalga de nuevo,1973-03-09,0.0,0.0
Daniel Hubbard,0,Night Train,2009-04-15,0.0,0.0
Howard Zieff,0,The Dream Team,1989-04-07,0.0,28890240.0
Jorge Sanjinés,0,The Secret Nation,1989-01-01,0.0,0.0
Anthony Mann,0,Winchester '73,1950-07-12,0.0,0.0
Dede Allen,0.0,"Have Dreams, Will Travel",2007-05-21,5000000.0,0.0
Darius Khondji,0,Stealing Beauty,1996-03-29,0.0,0.0
Alexander Courage,2.980330448465775,Bad Day at Black Rock,1955-01-07,1271000.0,3788000.0
David Mortin,0,Mad Ship,2012-12-07,0.0,0.0
Diane Kurys,0,Sagan,2008-06-11,0.0,0.0
Klaus Badelt,0.0,Anything for Her,2008-12-03,10000000.0,0.0
Alan Cohn,0,Dead Man on Campus,1998-08-21,0.0,0.0
Tomasz Konecki,0,Lejdis,2008-02-01,0.0,0.0
Joe DeMaio,0,Kyle Kinane: Whiskey Icarus,2012-11-24,0.0,0.0
Dunia Ayaso,0,Descongelate!,2003-09-12,0.0,0.0
Jeanne McCarthy,7.049735807692308,Paul Blart: Mall Cop,2009-01-15,26000000.0,183293131.0
Bruce McCulloch,0,Comeback Season,2006-01-01,0.0,0.0
Walter F. Parkes,3.3232356,Rings,2017-02-01,25000000.0,83080890.0
Keith Samples,0.0,Love Lies Bleeding,2008-01-15,3000000.0,0.0
Alex O'Loughlin,0,Feed,2005-05-11,0.0,0.0
Justin Meeks,0,Butcher Boys,2013-09-06,0.0,0.0
Franco Campanino,0,Savage Three,1975-09-20,0.0,0.0
,0,Atlantic Records: The House That Ahmet Built,2007-05-02,0.0,0.0
Eric Steven Stahl,0.0,I-See-You.Com,2006-03-08,6200000.0,0.0
Roy Rowland,0,Gun Glory,1957-07-19,0.0,0.0
Robert Clouse,0.6741877647058824,Gymkata,1985-05-03,8500000.0,5730596.0
Mamoru Oshii,0,Patlabor: The Movie,1989-01-01,0.0,0.0
David Mackay,0,Naughty or Nice,2012-12-24,0.0,0.0
Mamoru Oshii,0,Patlabor 2: The Movie,1993-08-07,0.0,0.0
Jung Doo-hong,0.0,Natural City,2003-05-09,6000000.0,0.0
Rodney Glenn,1.63332504,The Boy in the Striped Pyjamas,2008-05-07,12500000.0,20416563.0
Adrian Vitoria,0.0,The Crew,2008-10-01,3600000.0,0.0
Damian Nieman,0.0,Shade,2003-05-18,6800000.0,0.0
Aleksandr Tatarskiy,0,Last Year's Snow Was Falling,1983-01-01,0.0,0.0
Santiago Álvarez,0,Now!,1965-06-23,0.0,0.0
Bob Saget,0,Dirty Work,1998-06-12,0.0,0.0
Bobby Farrelly,1.0417392857142858,Outside Providence,1999-08-16,7000000.0,7292175.0
Perry Moore,0,Lake City,2008-01-01,0.0,0.0
Fritz Lang,0,The Big Heat,1953-10-14,0.0,0.0
Edward Selzer,0,Bunker Hill Bunny,1950-09-23,0.0,0.0
Janice Blackie-Goodine,0,Passchendaele,2008-10-17,0.0,0.0
Josh Pate,0,Deceiver,1997-08-31,0.0,0.0
Robert Moore,0,The Cheap Detective,1978-06-23,0.0,0.0
Michael Scott,0,Hitched for the Holidays,2012-11-25,0.0,0.0
Neil LaBute,0,In the Company of Men,1997-01-19,0.0,0.0
Gurinder Chadha,0,Bhaji on the Beach,1994-01-21,0.0,0.0
Saverio Di Biagio,0,Scattered Cloud,2011-09-06,0.0,0.0
David Lowery,0,St. Nick,2009-03-15,0.0,0.0
Roy Webb,0,The First Texan,1956-06-29,0.0,0.0
Dashiell Hammett,0,After the Thin Man,1936-12-25,0.0,0.0
Dashiell Hammett,0,Another Thin Man,1939-01-01,0.0,0.0
Matti Kassila,0,"Gas, Inspector Palmu!",1961-08-30,0.0,0.0
Dashiell Hammett,0,Shadow of the Thin Man,1941-11-21,0.0,0.0
Veikko Aaltonen,0,Trench Road,2004-11-26,0.0,0.0
Ilkka Vanne,0,Promise,2005-09-15,0.0,0.0
William Lewis,0,911 in Plane Site,2004-01-01,0.0,0.0
Spede Pasanen,0,Tup-akka-lakko,1980-11-26,0.0,0.0
Leone Pompucci,0,Mille bolle blu,1993-01-01,0.0,0.0
Andrew Goth,0,B.U.S.T.E.D,1999-03-20,0.0,0.0
Dashiell Hammett,0,The Thin Man Goes Home,1945-01-25,0.0,0.0
Dashiell Hammett,0,Song of the Thin Man,1947-08-28,0.0,0.0
Jonathan Sanger,0,Obsessed,1992-09-26,0.0,0.0
Dave Fleischer,0,The Bulleteers,1942-03-26,0.0,0.0
Eric Knight,0,Lassie,2005-12-16,0.0,0.0
Jerry Siegel,0,Terror on the Midway,1942-08-30,0.0,0.0
Ferenc Molnár,0,Blonde Fever,1944-12-05,0.0,0.0
William Kong,12.560337411764706,"Crouching Tiger, Hidden Dragon",2000-10-01,17000000.0,213525736.0
Richard Ayoade,0,The Double,2014-04-04,0.0,200406.0
Harold Faltermeyer,0,Kuffs,1992-01-10,0.0,0.0
Arvo Kruusement,0,Summer,1976-06-10,0.0,0.0
John Grant,0,Hold That Ghost,1941-08-08,0.0,0.0
Arvo Kruusement,0,Autumn,1990-12-20,0.0,0.0
Alain Siritzky,0,Emmanuelle 5,1987-01-07,0.0,0.0
Charles Lang,0,The Ghost Breakers,1940-06-21,0.0,0.0
Jennifer Kernke,0,The Baker,2007-02-09,0.0,0.0
Alan Pao,0,Loaded,2008-03-25,0.0,0.0
Seymour Kneitel,0,The Underground World,1943-06-18,0.0,0.0
Nelson Pereira dos Santos,0,Rio 100 Degrees F.,1955-08-24,0.0,0.0
Demofilo Fidani,0,Django and Sartana Are Coming... It's the End,1970-11-14,0.0,0.0
Curt Geda,0,Ultimate Avengers,2006-02-21,0.0,6700000.0
Will Meugniot,0,Ultimate Avengers 2,2006-08-08,0.0,7900000.0
David Swift,0,Candleshoe,1977-12-16,0.0,0.0
James Bridges,0,The Baby Maker,1970-10-01,0.0,0.0
Kevin Feige,0,Next Avengers: Heroes of Tomorrow,2008-09-02,0.0,3800000.0
Vittorio De Sica,0,The Couples,1970-12-23,0.0,0.0
Peter Richardson,0,Churchill: The Hollywood Years,2004-12-03,0.0,0.0
Fritz Lang,0,Fury,1936-05-29,0.0,0.0
Katrin Ottarsdóttir,0,Bye Bye Blue Bird,1999-07-30,0.0,0.0
Erik MacArthur,0,Bottoms Up,2006-01-01,0.0,0.0
John Hillcoat,0.63196485,Triple 9,2016-02-19,20000000.0,12639297.0
